change_percent,change_value,first,gregorian_date,last,max,min,solar_date
2.14%,200000,"9,660,000",2012/09/17,"9,540,000","9,690,000","9,520,000",1391/06/27
-1.27%,-120000,"9,450,000",2012/09/16,"9,420,000","9,500,000","9,400,000",1391/06/26
,0,"9,230,000",2012/09/15,"9,420,000","9,550,000","9,220,000",1391/06/25
-3.06%,-280000,"8,970,000",2012/09/13,"9,140,000","9,230,000","8,930,000",1391/06/23
1.64%,150000,"9,240,000",2012/09/11,"9,290,000","9,290,000","8,750,000",1391/06/21
0.75%,70000,"9,800,000",2012/09/10,"9,360,000","9,800,000","9,360,000",1391/06/20
0.96%,90000,"9,220,000",2012/09/09,"9,450,000","9,450,000","9,220,000",1391/06/19
-4.07%,-370000,"8,860,000",2012/09/08,"9,080,000","9,140,000","8,860,000",1391/06/18
-5.21%,-450000,"8,700,000",2012/09/06,"8,630,000","8,700,000","8,620,000",1391/06/16
-0.94%,-80000,"8,420,000",2012/09/05,"8,550,000","8,560,000","8,400,000",1391/06/15
-1.79%,-150000,"8,440,000",2012/09/04,"8,400,000","8,500,000","8,400,000",1391/06/14
-0.36%,-30000,"8,200,000",2012/09/03,"8,370,000","8,370,000","8,160,000",1391/06/13
-0.48%,-40000,"8,390,000",2012/09/02,"8,330,000","8,390,000","8,330,000",1391/06/12
0.6%,50000,"8,440,000",2012/09/01,"8,380,000","8,440,000","8,380,000",1391/06/11
-0.24%,-20000,"8,360,000",2012/08/29,"8,360,000","8,360,000","8,360,000",1391/06/8
-0.12%,-10000,"8,390,000",2012/08/28,"8,350,000","8,390,000","8,350,000",1391/06/7
0.36%,30000,"8,330,000",2012/08/27,"8,380,000","8,390,000","8,300,000",1391/06/6
-0.48%,-40000,"8,420,000",2012/08/26,"8,340,000","8,430,000","8,340,000",1391/06/5
1.08%,90000,"8,350,000",2012/08/25,"8,430,000","8,520,000","8,350,000",1391/06/4
-2%,-165000,"8,180,000",2012/08/23,"8,265,000","8,310,000","8,180,000",1391/06/2
-2.67%,-215000,"7,985,000",2012/08/22,"8,050,000","8,050,000","7,970,000",1391/06/1
-1.13%,-90000,"7,870,000",2012/08/21,"7,960,000","7,960,000","7,870,000",1391/05/31
-1.27%,-100000,"7,870,000",2012/08/18,"7,860,000","7,870,000","7,820,000",1391/05/28
-0.13%,-10000,"7,790,000",2012/08/16,"7,850,000","7,880,000","7,780,000",1391/05/26
-1.03%,-80000,"7,830,000",2012/08/15,"7,770,000","7,830,000","7,740,000",1391/05/25
0.97%,75000,"7,860,000",2012/08/14,"7,845,000","7,900,000","7,840,000",1391/05/24
0.57%,45000,"7,870,000",2012/08/13,"7,890,000","7,910,000","7,860,000",1391/05/23
0.38%,30000,"7,910,000",2012/08/12,"7,920,000","8,000,000","7,840,000",1391/05/22
-1.02%,-80000,"7,640,000",2012/08/11,"7,840,000","7,880,000","7,640,000",1391/05/21
-2.22%,-170000,"7,560,000",2012/08/09,"7,670,000","7,690,000","7,560,000",1391/05/19
-0.52%,-40000,"7,810,000",2012/08/08,"7,630,000","7,820,000","7,630,000",1391/05/18
2.75%,210000,"7,820,000",2012/08/07,"7,840,000","7,900,000","7,750,000",1391/05/17
-2.08%,-160000,"7,660,000",2012/08/06,"7,680,000","7,800,000","7,630,000",1391/05/16
-2.54%,-190000,"7,360,000",2012/08/05,"7,490,000","7,510,000","7,360,000",1391/05/15
-1.35%,-100000,"7,420,000",2012/08/04,"7,390,000","7,430,000","7,380,000",1391/05/14
0.95%,70000,"7,450,000",2012/08/02,"7,460,000","7,490,000","7,450,000",1391/05/12
-0.4%,-30000,"7,390,000",2012/08/01,"7,430,000","7,490,000","7,390,000",1391/05/11
-0.41%,-30000,"7,340,000",2012/07/31,"7,400,000","7,400,000","7,335,000",1391/05/10
-0.68%,-50000,"7,300,000",2012/07/30,"7,350,000","7,380,000","7,300,000",1391/05/9
-0.96%,-70000,"7,320,000",2012/07/29,"7,280,000","7,340,000","7,230,000",1391/05/8
1.37%,100000,"7,390,000",2012/07/28,"7,380,000","7,440,000","7,380,000",1391/05/7
-0.14%,-10000,"7,280,000",2012/07/26,"7,370,000","7,370,000","7,280,000",1391/05/5
-2.65%,-190000,"7,120,000",2012/07/25,"7,180,000","7,180,000","7,120,000",1391/05/4
-0.98%,-70000,"7,010,000",2012/07/24,"7,110,000","7,110,000","7,010,000",1391/05/3
-1.72%,-120000,"6,930,000",2012/07/23,"6,990,000","7,010,000","6,930,000",1391/05/2
-0.43%,-30000,"6,990,000",2012/07/22,"6,960,000","7,010,000","6,960,000",1391/05/1
0.86%,60000,"7,040,000",2012/07/21,"7,020,000","7,040,000","7,010,000",1391/04/31
0.5%,35000,"7,060,000",2012/07/19,"7,055,000","7,060,000","7,040,000",1391/04/29
0.35%,25000,"7,040,000",2012/07/18,"7,080,000","7,080,000","7,040,000",1391/04/28
0.14%,10000,"7,130,000",2012/07/17,"7,090,000","7,130,000","7,090,000",1391/04/27
0.14%,10000,"6,990,000",2012/07/16,"7,100,000","7,100,000","6,990,000",1391/04/26
-0.71%,-50000,"7,080,000",2012/07/15,"7,050,000","7,095,000","7,050,000",1391/04/25
1.13%,80000,"7,220,000",2012/07/14,"7,130,000","7,220,000","7,130,000",1391/04/24
-0.14%,-10000,"7,090,000",2012/07/12,"7,120,000","7,120,000","7,090,000",1391/04/22
-0.14%,-10000,"7,150,000",2012/07/11,"7,110,000","7,170,000","7,110,000",1391/04/21
1.83%,130000,"7,200,000",2012/07/10,"7,240,000","7,280,000","7,190,000",1391/04/20
-1.97%,-140000,"7,040,000",2012/07/09,"7,100,000","7,120,000","6,990,000",1391/04/19
0.28%,20000,"7,150,000",2012/07/08,"7,120,000","7,200,000","7,120,000",1391/04/18
2.39%,170000,"7,300,000",2012/07/07,"7,290,000","7,310,000","7,230,000",1391/04/17
2.19%,160000,"7,550,000",2012/07/04,"7,450,000","7,550,000","7,440,000",1391/04/14
1.07%,80000,"7,285,000",2012/07/03,"7,530,000","7,550,000","7,285,000",1391/04/13
-3.43%,-250000,"7,340,000",2012/07/02,"7,280,000","7,370,000","7,220,000",1391/04/12
1.79%,130000,"7,620,000",2012/07/01,"7,410,000","7,630,000","7,390,000",1391/04/11
2.97%,220000,"7,540,000",2012/06/30,"7,630,000","7,870,000","7,500,000",1391/04/10
0.92%,70000,"7,700,000",2012/06/29,"7,700,000","7,700,000","7,700,000",1391/04/9
0.78%,60000,"7,760,000",2012/06/28,"7,760,000","7,760,000","7,760,000",1391/04/8
-6.45%,-470000,"7,290,000",2012/06/27,"7,290,000","7,290,000","7,290,000",1391/04/7
-1.39%,-100000,"7,190,000",2012/06/26,"7,190,000","7,190,000","7,190,000",1391/04/6
-2.28%,-160000,"7,030,000",2012/06/25,"7,030,000","7,030,000","7,030,000",1391/04/5
0.28%,20000,"7,050,000",2012/06/24,"7,050,000","7,050,000","7,050,000",1391/04/4
-1.59%,-110000,"6,940,000",2012/06/23,"6,940,000","6,940,000","6,940,000",1391/04/3
-0.8%,-55000,"6,885,000",2012/06/21,"6,885,000","6,885,000","6,885,000",1391/04/1
0.44%,30000,"6,915,000",2012/06/20,"6,915,000","6,915,000","6,915,000",1391/03/31
-0.44%,-30000,"6,885,000",2012/06/19,"6,885,000","6,885,000","6,885,000",1391/03/30
-0.44%,-30000,"6,855,000",2012/06/17,"6,855,000","6,855,000","6,855,000",1391/03/28
-0.66%,-45000,"6,810,000",2012/06/16,"6,810,000","6,810,000","6,810,000",1391/03/27
-0.67%,-45000,"6,765,000",2012/06/14,"6,765,000","6,765,000","6,765,000",1391/03/25
-0.82%,-55000,"6,710,000",2012/06/13,"6,710,000","6,710,000","6,710,000",1391/03/24
0.82%,55000,"6,765,000",2012/06/12,"6,765,000","6,765,000","6,765,000",1391/03/23
1.26%,85000,"6,850,000",2012/06/11,"6,850,000","6,850,000","6,850,000",1391/03/22
0.29%,20000,"6,870,000",2012/06/10,"6,870,000","6,870,000","6,870,000",1391/03/21
-0.88%,-60000,"6,810,000",2012/06/09,"6,810,000","6,810,000","6,810,000",1391/03/20
-0.15%,-10000,"6,800,000",2012/06/07,"6,800,000","6,800,000","6,800,000",1391/03/18
-1.04%,-70000,"6,730,000",2012/06/06,"6,730,000","6,730,000","6,730,000",1391/03/17
-0.6%,-40000,"6,690,000",2012/06/05,"6,690,000","6,690,000","6,690,000",1391/03/16
1.94%,130000,"6,820,000",2012/06/02,"6,820,000","6,820,000","6,820,000",1391/03/13
-3.33%,-220000,"6,600,000",2012/05/31,"6,600,000","6,600,000","6,600,000",1391/03/11
-0.3%,-20000,"6,580,000",2012/05/30,"6,580,000","6,580,000","6,580,000",1391/03/10
0.91%,60000,"6,640,000",2012/05/29,"6,640,000","6,640,000","6,640,000",1391/03/9
-0.91%,-60000,"6,580,000",2012/05/28,"6,580,000","6,580,000","6,580,000",1391/03/8
-1.23%,-80000,"6,500,000",2012/05/27,"6,500,000","6,500,000","6,500,000",1391/03/7
2.46%,160000,"6,660,000",2012/05/26,"6,660,000","6,660,000","6,660,000",1391/03/6
-0.15%,-10000,"6,650,000",2012/05/24,"6,650,000","6,650,000","6,650,000",1391/03/4
-5.06%,-320000,"6,330,000",2012/05/23,"6,330,000","6,330,000","6,330,000",1391/03/3
0.32%,20000,"6,350,000",2012/05/22,"6,350,000","6,350,000","6,350,000",1391/03/2
2.05%,130000,"6,480,000",2012/05/21,"6,480,000","6,480,000","6,480,000",1391/03/1
0.31%,20000,"6,500,000",2012/05/20,"6,500,000","6,500,000","6,500,000",1391/02/31
,0,"6,500,000",2012/05/19,"6,500,000","6,500,000","6,500,000",1391/02/30
-1.25%,-80000,"6,420,000",2012/05/17,"6,420,000","6,420,000","6,420,000",1391/02/28
-2.23%,-140000,"6,280,000",2012/05/16,"6,280,000","6,280,000","6,280,000",1391/02/27
1.91%,120000,"6,400,000",2012/05/15,"6,400,000","6,400,000","6,400,000",1391/02/26
-1.91%,-120000,"6,280,000",2012/05/14,"6,280,000","6,280,000","6,280,000",1391/02/25
-3.29%,-200000,"6,080,000",2012/05/13,"6,080,000","6,080,000","6,080,000",1391/02/24
-1.33%,-80000,"6,000,000",2012/05/12,"6,000,000","6,000,000","6,000,000",1391/02/23
1.83%,110000,"6,110,000",2012/05/10,"6,110,000","6,110,000","6,110,000",1391/02/21
3.11%,190000,"6,300,000",2012/05/09,"6,300,000","6,300,000","6,300,000",1391/02/20
2.54%,160000,"6,460,000",2012/05/08,"6,460,000","6,460,000","6,460,000",1391/02/19
0.31%,20000,"6,480,000",2012/05/07,"6,480,000","6,480,000","6,480,000",1391/02/18
,0,"6,480,000",2012/05/06,"6,480,000","6,480,000","6,480,000",1391/02/17
1.39%,90000,"6,570,000",2012/05/05,"6,570,000","6,570,000","6,570,000",1391/02/16
1.75%,115000,"6,685,000",2012/05/03,"6,685,000","6,685,000","6,685,000",1391/02/14
0.22%,15000,"6,700,000",2012/05/02,"6,700,000","6,700,000","6,700,000",1391/02/13
,0,"6,700,000",2012/05/01,"6,700,000","6,700,000","6,700,000",1391/02/12
0.45%,30000,"6,730,000",2012/04/30,"6,730,000","6,730,000","6,730,000",1391/02/11
1.19%,80000,"6,810,000",2012/04/29,"6,810,000","6,810,000","6,810,000",1391/02/10
-3.5%,-230000,"6,580,000",2012/04/28,"6,580,000","6,580,000","6,580,000",1391/02/9
3.65%,240000,"6,820,000",2012/04/26,"6,820,000","6,820,000","6,820,000",1391/02/7
-0.15%,-10000,"6,810,000",2012/04/24,"6,810,000","6,810,000","6,810,000",1391/02/5
1.17%,80000,"6,890,000",2012/04/23,"6,890,000","6,890,000","6,890,000",1391/02/4
1.31%,90000,"6,980,000",2012/04/22,"6,980,000","6,980,000","6,980,000",1391/02/3
0.29%,20000,"7,000,000",2012/04/21,"7,000,000","7,000,000","7,000,000",1391/02/2
0.29%,20000,"7,020,000",2012/04/19,"7,020,000","7,020,000","7,020,000",1391/01/31
0.71%,50000,"7,070,000",2012/04/18,"7,070,000","7,070,000","7,070,000",1391/01/30
-0.86%,-60000,"7,010,000",2012/04/17,"7,010,000","7,010,000","7,010,000",1391/01/29
-2.64%,-180000,"6,830,000",2012/04/16,"6,830,000","6,830,000","6,830,000",1391/01/28
-2.71%,-180000,"6,650,000",2012/04/15,"6,650,000","6,650,000","6,650,000",1391/01/27
9.17%,610000,"7,260,000",2012/04/14,"7,260,000","7,260,000","7,260,000",1391/01/26
0.83%,60000,"7,320,000",2012/04/12,"7,320,000","7,320,000","7,320,000",1391/01/24
1.78%,130000,"7,450,000",2012/04/11,"7,450,000","7,450,000","7,450,000",1391/01/23
-3.33%,-240000,"7,210,000",2012/04/10,"7,210,000","7,210,000","7,210,000",1391/01/22
1.11%,80000,"7,290,000",2012/04/09,"7,290,000","7,290,000","7,290,000",1391/01/21
2.19%,160000,"7,450,000",2012/04/08,"7,450,000","7,450,000","7,450,000",1391/01/20
0.27%,20000,"7,470,000",2012/04/07,"7,470,000","7,470,000","7,470,000",1391/01/19
-0.54%,-40000,"7,430,000",2012/04/05,"7,430,000","7,430,000","7,430,000",1391/01/17
0.13%,10000,"7,440,000",2012/04/04,"7,440,000","7,440,000","7,440,000",1391/01/16
2.55%,190000,"7,630,000",2012/04/03,"7,630,000","7,630,000","7,630,000",1391/01/15
1.44%,110000,"7,740,000",2012/04/02,"7,740,000","7,740,000","7,740,000",1391/01/14
0.65%,50000,"7,790,000",2012/03/29,"7,790,000","7,790,000","7,790,000",1391/01/10
0.26%,20000,"7,810,000",2012/03/28,"7,810,000","7,810,000","7,810,000",1391/01/9
-0.13%,-10000,"7,800,000",2012/03/27,"7,800,000","7,800,000","7,800,000",1391/01/8
-1.69%,-130000,"7,670,000",2012/03/26,"7,670,000","7,670,000","7,670,000",1391/01/7
-0.39%,-30000,"7,640,000",2012/03/25,"7,640,000","7,640,000","7,640,000",1391/01/6
0.52%,40000,"7,680,000",2012/03/24,"7,680,000","7,680,000","7,680,000",1391/01/5
-0.39%,-30000,"7,650,000",2012/03/18,"7,650,000","7,650,000","7,650,000",1390/12/28
1.44%,110000,"7,760,000",2012/03/17,"7,760,000","7,760,000","7,760,000",1390/12/27
-4.86%,-360000,"7,400,000",2012/03/15,"7,400,000","7,400,000","7,400,000",1390/12/25
0.68%,50000,"7,450,000",2012/03/14,"7,450,000","7,450,000","7,450,000",1390/12/24
2.68%,200000,"7,650,000",2012/03/13,"7,650,000","7,650,000","7,650,000",1390/12/23
1.31%,100000,"7,750,000",2012/03/12,"7,750,000","7,750,000","7,750,000",1390/12/22
-1.71%,-130000,"7,620,000",2012/03/11,"7,620,000","7,620,000","7,620,000",1390/12/21
1.71%,130000,"7,750,000",2012/03/10,"7,750,000","7,750,000","7,750,000",1390/12/20
1.94%,150000,"7,900,000",2012/03/08,"7,900,000","7,900,000","7,900,000",1390/12/18
-0.64%,-50000,"7,850,000",2012/03/07,"7,850,000","7,850,000","7,850,000",1390/12/17
0.64%,50000,"7,900,000",2012/03/06,"7,900,000","7,900,000","7,900,000",1390/12/16
1.01%,80000,"7,980,000",2012/03/05,"7,980,000","7,980,000","7,980,000",1390/12/15
0.38%,30000,"8,010,000",2012/03/04,"8,010,000","8,010,000","8,010,000",1390/12/14
1.12%,90000,"8,100,000",2012/03/03,"8,100,000","8,100,000","8,100,000",1390/12/13
0.25%,20000,"8,120,000",2012/03/01,"8,120,000","8,120,000","8,120,000",1390/12/11
-0.25%,-20000,"8,100,000",2012/02/29,"8,100,000","8,100,000","8,100,000",1390/12/10
-1.25%,-100000,"8,000,000",2012/02/28,"8,000,000","8,000,000","8,000,000",1390/12/9
-3.23%,-250000,"7,750,000",2012/02/27,"7,750,000","7,750,000","7,750,000",1390/12/8
4.52%,350000,"8,100,000",2012/02/26,"8,100,000","8,100,000","8,100,000",1390/12/7
1.85%,150000,"8,250,000",2012/02/25,"8,250,000","8,250,000","8,250,000",1390/12/6
-1.6%,-130000,"8,120,000",2012/02/23,"8,120,000","8,120,000","8,120,000",1390/12/4
-0.5%,-40000,"8,080,000",2012/02/22,"8,080,000","8,080,000","8,080,000",1390/12/3
0.99%,80000,"8,160,000",2012/02/21,"8,160,000","8,160,000","8,160,000",1390/12/2
,0,"8,160,000",2012/02/20,"8,160,000","8,160,000","8,160,000",1390/12/1
-0.49%,-40000,"8,120,000",2012/02/19,"8,120,000","8,120,000","8,120,000",1390/11/30
0.25%,20000,"8,140,000",2012/02/18,"8,140,000","8,140,000","8,140,000",1390/11/29
,0,"8,140,000",2012/02/16,"8,140,000","8,140,000","8,140,000",1390/11/27
1.23%,100000,"8,240,000",2012/02/15,"8,240,000","8,240,000","8,240,000",1390/11/26
-1.73%,-140000,"8,100,000",2012/02/14,"8,100,000","8,100,000","8,100,000",1390/11/25
0.62%,50000,"8,150,000",2012/02/13,"8,150,000","8,150,000","8,150,000",1390/11/24
0.98%,80000,"8,230,000",2012/02/12,"8,230,000","8,230,000","8,230,000",1390/11/23
0.61%,50000,"8,280,000",2012/02/09,"8,280,000","8,280,000","8,280,000",1390/11/20
0.85%,70000,"8,350,000",2012/02/08,"8,350,000","8,350,000","8,350,000",1390/11/19
-1.95%,-160000,"8,190,000",2012/02/07,"8,190,000","8,190,000","8,190,000",1390/11/18
-0.49%,-40000,"8,150,000",2012/02/06,"8,150,000","8,150,000","8,150,000",1390/11/17
2.09%,170000,"8,320,000",2012/02/05,"8,320,000","8,320,000","8,320,000",1390/11/16
-3.35%,-270000,"8,050,000",2012/02/04,"8,050,000","8,050,000","8,050,000",1390/11/15
-6.62%,-500000,"7,550,000",2012/02/02,"7,550,000","7,550,000","7,550,000",1390/11/13
1.85%,140000,"7,690,000",2012/02/01,"7,690,000","7,690,000","7,690,000",1390/11/12
2.08%,160000,"7,850,000",2012/01/31,"7,850,000","7,850,000","7,850,000",1390/11/11
7.01%,550000,"8,400,000",2012/01/30,"8,400,000","8,400,000","8,400,000",1390/11/10
,0,"8,400,000",2012/01/29,"8,400,000","8,400,000","8,400,000",1390/11/9
-5.66%,-450000,"7,950,000",2012/01/28,"7,950,000","7,950,000","7,950,000",1390/11/8
-1.92%,-150000,"7,800,000",2012/01/26,"7,800,000","7,800,000","7,800,000",1390/11/6
2.56%,200000,"8,000,000",2012/01/25,"8,000,000","8,000,000","8,000,000",1390/11/5
26.25%,2100000,"10,100,000",2012/01/23,"10,100,000","10,100,000","10,100,000",1390/11/3
-10.38%,-950000,"9,150,000",2012/01/21,"9,150,000","9,150,000","9,150,000",1390/11/1
-17.16%,-1340000,"7,810,000",2012/01/19,"7,810,000","7,810,000","7,810,000",1390/10/29
-1.17%,-90000,"7,720,000",2012/01/18,"7,720,000","7,720,000","7,720,000",1390/10/28
-2.52%,-190000,"7,530,000",2012/01/17,"7,530,000","7,530,000","7,530,000",1390/10/27
-8.35%,-580000,"6,950,000",2012/01/16,"6,950,000","6,950,000","6,950,000",1390/10/26
-3.73%,-250000,"6,700,000",2012/01/15,"6,700,000","6,700,000","6,700,000",1390/10/25
-0.45%,-30000,"6,670,000",2012/01/12,"6,670,000","6,670,000","6,670,000",1390/10/22
0.3%,20000,"6,690,000",2012/01/11,"6,690,000","6,690,000","6,690,000",1390/10/21
-1.36%,-90000,"6,600,000",2012/01/10,"6,600,000","6,600,000","6,600,000",1390/10/20
-3.94%,-250000,"6,350,000",2012/01/09,"6,350,000","6,350,000","6,350,000",1390/10/19
-2.25%,-140000,"6,210,000",2012/01/08,"6,210,000","6,210,000","6,210,000",1390/10/18
-0.65%,-40000,"6,170,000",2012/01/07,"6,170,000","6,170,000","6,170,000",1390/10/17
,0,"6,170,000",2012/01/05,"6,170,000","6,170,000","6,170,000",1390/10/15
-0.65%,-40000,"6,130,000",2012/01/04,"6,130,000","6,130,000","6,130,000",1390/10/14
0.16%,10000,"6,140,000",2012/01/03,"6,140,000","6,140,000","6,140,000",1390/10/13
1.14%,70000,"6,210,000",2012/01/02,"6,210,000","6,210,000","6,210,000",1390/10/12
-1.31%,-80000,"6,130,000",2012/01/01,"6,130,000","6,130,000","6,130,000",1390/10/11
,0,"6,130,000",2011/12/31,"6,130,000","6,130,000","6,130,000",1390/10/10
-1.83%,-110000,"6,020,000",2011/12/29,"6,020,000","6,020,000","6,020,000",1390/10/8
0.66%,40000,"6,060,000",2011/12/28,"6,060,000","6,060,000","6,060,000",1390/10/7
0.33%,20000,"6,080,000",2011/12/27,"6,080,000","6,080,000","6,080,000",1390/10/6
1.15%,70000,"6,150,000",2011/12/26,"6,150,000","6,150,000","6,150,000",1390/10/5
-0.49%,-30000,"6,120,000",2011/12/25,"6,120,000","6,120,000","6,120,000",1390/10/4
-1.16%,-70000,"6,050,000",2011/12/24,"6,050,000","6,050,000","6,050,000",1390/10/3
-0.5%,-30000,"6,020,000",2011/12/22,"6,020,000","6,020,000","6,020,000",1390/10/1
2.16%,130000,"6,150,000",2011/12/21,"6,150,000","6,150,000","6,150,000",1390/09/30
1.14%,70000,"6,220,000",2011/12/20,"6,220,000","6,220,000","6,220,000",1390/09/29
-1.97%,-120000,"6,100,000",2011/12/19,"6,100,000","6,100,000","6,100,000",1390/09/28
0.33%,20000,"6,120,000",2011/12/18,"6,120,000","6,120,000","6,120,000",1390/09/27
-2.68%,-160000,"5,960,000",2011/12/17,"5,960,000","5,960,000","5,960,000",1390/09/26
-1.88%,-110000,"5,850,000",2011/12/15,"5,850,000","5,850,000","5,850,000",1390/09/24
1.37%,80000,"5,930,000",2011/12/14,"5,930,000","5,930,000","5,930,000",1390/09/23
-1.02%,-60000,"5,870,000",2011/12/13,"5,870,000","5,870,000","5,870,000",1390/09/22
-1.21%,-70000,"5,800,000",2011/12/12,"5,800,000","5,800,000","5,800,000",1390/09/21
1.55%,90000,"5,890,000",2011/12/11,"5,890,000","5,890,000","5,890,000",1390/09/20
0.17%,10000,"5,900,000",2011/12/10,"5,900,000","5,900,000","5,900,000",1390/09/19
1.69%,100000,"6,000,000",2011/12/08,"6,000,000","6,000,000","6,000,000",1390/09/17
1.5%,90000,"6,090,000",2011/12/07,"6,090,000","6,090,000","6,090,000",1390/09/16
1.81%,110000,"6,200,000",2011/12/04,"6,200,000","6,200,000","6,200,000",1390/09/13
0.81%,50000,"6,250,000",2011/12/03,"6,250,000","6,250,000","6,250,000",1390/09/12
-4.17%,-250000,"6,000,000",2011/12/01,"6,000,000","6,000,000","6,000,000",1390/09/10
-1.69%,-100000,"5,900,000",2011/11/30,"5,900,000","5,900,000","5,900,000",1390/09/9
2.54%,150000,"6,050,000",2011/11/29,"6,050,000","6,050,000","6,050,000",1390/09/8
3.64%,220000,"6,270,000",2011/11/28,"6,270,000","6,270,000","6,270,000",1390/09/7
-0.32%,-20000,"6,250,000",2011/11/27,"6,250,000","6,250,000","6,250,000",1390/09/6
-0.81%,-50000,"6,200,000",2011/11/26,"6,200,000","6,200,000","6,200,000",1390/09/5
-0.81%,-50000,"6,150,000",2011/11/24,"6,150,000","6,150,000","6,150,000",1390/09/3
-0.82%,-50000,"6,100,000",2011/11/23,"6,100,000","6,100,000","6,100,000",1390/09/2
-1.67%,-100000,"6,000,000",2011/11/22,"6,000,000","6,000,000","6,000,000",1390/09/1
0.83%,50000,"6,050,000",2011/11/21,"6,050,000","6,050,000","6,050,000",1390/08/30
1.16%,70000,"6,120,000",2011/11/20,"6,120,000","6,120,000","6,120,000",1390/08/29
0.65%,40000,"6,160,000",2011/11/19,"6,160,000","6,160,000","6,160,000",1390/08/28
0.32%,20000,"6,180,000",2011/11/17,"6,180,000","6,180,000","6,180,000",1390/08/26
-0.16%,-10000,"6,170,000",2011/11/16,"6,170,000","6,170,000","6,170,000",1390/08/25
0.16%,10000,"6,180,000",2011/11/14,"6,180,000","6,180,000","6,180,000",1390/08/23
-0.16%,-10000,"6,170,000",2011/11/13,"6,170,000","6,170,000","6,170,000",1390/08/22
-1.15%,-70000,"6,100,000",2011/11/12,"6,100,000","6,100,000","6,100,000",1390/08/21
,0,"6,100,000",2011/11/10,"6,100,000","6,100,000","6,100,000",1390/08/19
-0.66%,-40000,"6,060,000",2011/11/09,"6,060,000","6,060,000","6,060,000",1390/08/18
-2.36%,-140000,"5,920,000",2011/11/08,"5,920,000","5,920,000","5,920,000",1390/08/17
-0.17%,-10000,"5,910,000",2011/11/06,"5,910,000","5,910,000","5,910,000",1390/08/15
0.34%,20000,"5,930,000",2011/11/05,"5,930,000","5,930,000","5,930,000",1390/08/14
-0.17%,-10000,"5,920,000",2011/11/03,"5,920,000","5,920,000","5,920,000",1390/08/12
-0.34%,-20000,"5,900,000",2011/11/02,"5,900,000","5,900,000","5,900,000",1390/08/11
0.51%,30000,"5,930,000",2011/11/01,"5,930,000","5,930,000","5,930,000",1390/08/10
0.34%,20000,"5,950,000",2011/10/31,"5,950,000","5,950,000","5,950,000",1390/08/9
-1.19%,-70000,"5,880,000",2011/10/30,"5,880,000","5,880,000","5,880,000",1390/08/8
-1.91%,-110000,"5,770,000",2011/10/29,"5,770,000","5,770,000","5,770,000",1390/08/7
,0,"5,770,000",2011/10/27,"5,770,000","5,770,000","5,770,000",1390/08/5
-1.76%,-100000,"5,670,000",2011/10/26,"5,670,000","5,670,000","5,670,000",1390/08/4
0.18%,10000,"5,680,000",2011/10/25,"5,680,000","5,680,000","5,680,000",1390/08/3
0.35%,20000,"5,700,000",2011/10/24,"5,700,000","5,700,000","5,700,000",1390/08/2
-1.06%,-60000,"5,640,000",2011/10/23,"5,640,000","5,640,000","5,640,000",1390/08/1
-0.53%,-30000,"5,610,000",2011/10/22,"5,610,000","5,610,000","5,610,000",1390/07/30
0.71%,40000,"5,650,000",2011/10/20,"5,650,000","5,650,000","5,650,000",1390/07/28
0.88%,50000,"5,700,000",2011/10/19,"5,700,000","5,700,000","5,700,000",1390/07/27
,0,"5,700,000",2011/10/18,"5,700,000","5,700,000","5,700,000",1390/07/26
-1.24%,-70000,"5,630,000",2011/10/17,"5,630,000","5,630,000","5,630,000",1390/07/25
0.36%,20000,"5,650,000",2011/10/16,"5,650,000","5,650,000","5,650,000",1390/07/24
-0.53%,-30000,"5,620,000",2011/10/15,"5,620,000","5,620,000","5,620,000",1390/07/23
1.07%,60000,"5,680,000",2011/10/13,"5,680,000","5,680,000","5,680,000",1390/07/21
-0.53%,-30000,"5,650,000",2011/10/12,"5,650,000","5,650,000","5,650,000",1390/07/20
0.88%,50000,"5,700,000",2011/10/11,"5,700,000","5,700,000","5,700,000",1390/07/19
-0.88%,-50000,"5,650,000",2011/10/10,"5,650,000","5,650,000","5,650,000",1390/07/18
0.88%,50000,"5,700,000",2011/10/09,"5,700,000","5,700,000","5,700,000",1390/07/17
1.05%,60000,"5,760,000",2011/10/08,"5,760,000","5,760,000","5,760,000",1390/07/16
-1.05%,-60000,"5,700,000",2011/10/06,"5,700,000","5,700,000","5,700,000",1390/07/14
0.88%,50000,"5,750,000",2011/10/05,"5,750,000","5,750,000","5,750,000",1390/07/13
-3.6%,-200000,"5,550,000",2011/10/04,"5,550,000","5,550,000","5,550,000",1390/07/12
-0.91%,-50000,"5,500,000",2011/10/03,"5,500,000","5,500,000","5,500,000",1390/07/11
7.27%,400000,"5,900,000",2011/10/02,"5,900,000","5,900,000","5,900,000",1390/07/10
-0.51%,-30000,"5,870,000",2011/10/01,"5,870,000","5,870,000","5,870,000",1390/07/9
,0,"5,870,000",2011/09/29,"5,870,000","5,870,000","5,870,000",1390/07/7
0.51%,30000,"5,900,000",2011/09/28,"5,900,000","5,900,000","5,900,000",1390/07/6
-4.42%,-250000,"5,650,000",2011/09/27,"5,650,000","5,650,000","5,650,000",1390/07/5
0.88%,50000,"5,700,000",2011/09/26,"5,700,000","5,700,000","5,700,000",1390/07/4
7.02%,400000,"6,100,000",2011/09/25,"6,100,000","6,100,000","6,100,000",1390/07/3
